customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason,churn_flag,active_flag,tenure_group,age_group,monthly_charge_band,customer_value_segment,service_count,protection_support_service_count,referral_group,contract_risk_group,descriptive_risk_points,descriptive_risk_segment,avg_revenue_per_tenure_month,customer_engagement_profile,predicted_churn_probability,high_risk_at_selected_threshold,flag_high_value_high_risk,flag_early_fiber,flag_early_month_to_month,flag_senior_high_charge,flag_fiber_month_to_month,flag_month_to_month_no_support,flag_san_diego,primary_intervention,intervention_priority,recommended_action,base_offer_cost
1028-FFNJK,Male,79,No,Yes,Yes,No,0,United States,California,Burbank,91504,34.213049,-118.317651,25882,Q3,Yes,1,30,Offer C,Yes,48.02,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,0.0,0,1440.6,4358.25,5,Stayed,No,73,4828,Not Applicable,Not Applicable,0,1,25–48 months,70+,$90+,High Value,6,1,1–2 Referrals,Higher Contract Risk,3,High,145.28,Advocate,0.818581315908711,True,True,False,False,True,True,False,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
3001-UNBTL,Male,69,No,Yes,Yes,Yes,1,United States,California,Burbank,91506,34.169706,-118.323548,18539,Q3,Yes,1,29,Offer C,Yes,49.36,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,2964.8,0.0,0,1431.44,4396.24,4,Stayed,No,58,3733,Not Applicable,Not Applicable,0,1,25–48 months,60–69,$90+,Core Value,6,1,1–2 Referrals,Higher Contract Risk,4,Very High,151.59,Advocate,0.8258103356251921,True,False,False,False,True,True,True,False,Senior assistance,4,"Accessible bill review, assisted support, and service-fit consultation",20.0
4282-ACRXS,Male,69,No,Yes,Yes,No,0,United States,California,Covina,91723,34.084747,-117.886844,17554,Q3,Yes,2,38,Offer C,No,0.0,No,Yes,Cable,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.85,955.75,0.0,0,0.0,955.75,3,Stayed,No,33,3511,Not Applicable,Not Applicable,0,1,25–48 months,60–69,Under $35,Core Value,2,0,1–2 Referrals,Higher Contract Risk,2,Elevated,25.15,Advocate,0.4345356743214454,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
9233-PSYHO,Female,68,No,Yes,No,No,0,United States,California,Ontario,91762,34.057256,-117.667677,54254,Q3,No,0,45,Offer B,Yes,6.9,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,4459.8,0.0,0,310.5,4770.3,4,Stayed,No,21,2636,Not Applicable,Not Applicable,0,1,25–48 months,60–69,$90+,Emerging Value,6,1,No Referrals,Moderate Contract Risk,3,High,106.01,Multi-Service,0.3221842343371398,True,False,False,False,True,False,False,False,Senior assistance,4,"Accessible bill review, assisted support, and service-fit consultation",20.0
5419-JKZNQ,Male,65,No,Yes,Yes,No,0,United States,California,La Mesa,91941,32.759327,-116.99726,44652,Q3,Yes,1,30,No Offer,Yes,2.86,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.9,2351.45,0.0,0,85.8,2437.25,3,Stayed,No,49,2009,Not Applicable,Not Applicable,0,1,25–48 months,60–69,$70–$89.99,Emerging Value,3,0,1–2 Referrals,Higher Contract Risk,3,High,81.24,Advocate,0.8586378970090724,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
2144-BFDSO,Female,70,No,Yes,Yes,No,0,United States,California,Ranchita,92066,33.215251,-116.53633,339,Q3,Yes,1,50,Offer B,Yes,9.18,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.9,0.0,0,459.0,5890.9,3,Stayed,No,54,5211,Not Applicable,Not Applicable,0,1,49–72 months,70+,$90+,High Value,9,3,1–2 Referrals,Higher Contract Risk,4,Very High,117.82,Advocate,0.6465908903033861,True,True,False,False,True,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
5647-FXOTP,Female,71,No,Yes,Yes,No,0,United States,California,Santa Ysabel,92070,33.174725,-116.743329,1143,Q3,Yes,1,60,Offer B,Yes,36.71,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.9,6401.25,0.0,110,2202.6,8713.85,5,Stayed,No,40,5084,Not Applicable,Not Applicable,0,1,49–72 months,70+,$90+,High Value,7,2,1–2 Referrals,Higher Contract Risk,4,Very High,145.23,Advocate,0.7619177716136686,True,True,False,False,True,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6078-VESFR,Male,78,No,Yes,Yes,No,0,United States,California,Vista,92084,33.22784,-117.200024,44692,Q3,Yes,1,13,No Offer,Yes,36.57,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.45,849.1,0.0,0,475.41,1324.51,5,Stayed,No,53,5225,Not Applicable,Not Applicable,0,1,13–24 months,70+,$70–$89.99,High Value,3,0,1–2 Referrals,Higher Contract Risk,3,High,101.89,Advocate,0.7704152141639311,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
2786-GCDPI,Female,75,No,Yes,No,No,0,United States,California,Pioneertown,92268,34.201108,-116.593456,354,Q3,No,0,50,Offer B,Yes,17.65,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,5222.35,0.0,0,882.5,6104.85,5,Stayed,No,39,5570,Not Applicable,Not Applicable,0,1,49–72 months,70+,$90+,Premium Value,7,2,No Referrals,Higher Contract Risk,3,High,122.1,Protection Engaged,0.4915779003676873,True,True,False,False,True,True,False,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
8490-BXHEO,Male,67,No,Yes,No,No,0,United States,California,Lucerne Valley,92356,34.508417,-116.856103,5256,Q3,No,0,18,No Offer,Yes,38.79,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1411.65,0.0,0,698.22,2109.87,5,Stayed,No,27,5137,Not Applicable,Not Applicable,0,1,13–24 months,60–69,$70–$89.99,High Value,4,1,No Referrals,Higher Contract Risk,3,High,117.21,Basic Relationship,0.5429904905975714,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
7856-GANIL,Male,71,No,Yes,Yes,No,0,United States,California,Irvine,92606,33.703976,-117.824172,17621,Q3,Yes,1,45,Offer B,Yes,2.38,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,98.7,4525.8,0.0,0,107.1,4632.9,3,Stayed,No,66,2535,Not Applicable,Not Applicable,0,1,25–48 months,70+,$90+,Emerging Value,7,3,1–2 Referrals,Moderate Contract Risk,2,Elevated,102.95,Advocate,0.3593438651868679,True,False,False,False,True,False,False,False,Senior assistance,4,"Accessible bill review, assisted support, and service-fit consultation",20.0
5985-BEHZK,Female,78,No,Yes,Yes,No,0,United States,California,Santa Ana,92705,33.766004,-117.786763,44117,Q3,Yes,1,72,Offer A,Yes,27.79,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,105.0,7578.05,0.0,0,2000.88,9578.93,5,Stayed,No,56,6423,Not Applicable,Not Applicable,0,1,49–72 months,70+,$90+,Premium Value,7,2,1–2 Referrals,Moderate Contract Risk,3,High,133.04,Advocate,0.4021736632256592,True,True,False,False,True,False,False,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
9279-CJEOJ,Female,77,No,Yes,No,No,0,United States,California,Anaheim,92801,33.844983,-117.952151,60553,Q3,No,0,21,No Offer,Yes,37.4,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,2025.1,0.0,0,785.4,2810.5,4,Stayed,No,47,5691,Not Applicable,Not Applicable,0,1,13–24 months,70+,$90+,Premium Value,5,0,No Referrals,Higher Contract Risk,4,Very High,133.83,Multi-Service,0.7820885502477457,True,True,False,False,True,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6646-JPPHA,Female,76,No,Yes,No,No,0,United States,California,Fullerton,92832,33.868316,-117.929029,24502,Q3,No,0,14,No Offer,Yes,48.01,No,Yes,Fiber Optic,2,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,78.85,1043.8,0.0,50,672.14,1765.94,3,Stayed,No,44,5327,Not Applicable,Not Applicable,0,1,13–24 months,70+,$70–$89.99,High Value,4,2,No Referrals,Higher Contract Risk,3,High,126.14,Protection Engaged,0.4129397302361048,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
7658-UYUQS,Male,71,No,Yes,Yes,No,0,United States,California,Fullerton,92835,33.902211,-117.914922,21157,Q3,No,0,21,No Offer,Yes,22.3,No,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,86.55,1857.25,0.0,0,468.3,2325.55,5,Stayed,No,67,5318,Not Applicable,Not Applicable,0,1,13–24 months,70+,$70–$89.99,High Value,5,1,No Referrals,Higher Contract Risk,3,High,110.74,Multi-Service,0.8870907058448033,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4619-EVPHY,Female,65,No,Yes,Yes,No,0,United States,California,Lamont,93241,35.245035,-118.905553,15364,Q3,Yes,2,20,No Offer,Yes,38.85,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.0,1859.5,0.0,0,777.0,2636.5,5,Stayed,No,57,3748,Not Applicable,Not Applicable,0,1,13–24 months,60–69,$90+,Core Value,6,0,1–2 Referrals,Moderate Contract Risk,3,High,131.82,Advocate,0.5866213250410827,True,False,False,False,True,False,False,False,Senior assistance,4,"Accessible bill review, assisted support, and service-fit consultation",20.0
9334-GWGOW,Male,68,No,Yes,Yes,No,0,United States,California,Mc Kittrick,93251,35.38381,-119.730885,302,Q3,Yes,2,7,No Offer,Yes,6.81,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,485.25,0.0,0,47.67,532.92,4,Stayed,No,44,2259,Not Applicable,Not Applicable,0,1,7–12 months,60–69,$70–$89.99,Emerging Value,3,0,1–2 Referrals,Higher Contract Risk,4,Very High,76.13,Advocate,0.8186442742408496,True,False,True,False,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
3312-ZWLGF,Male,69,No,Yes,Yes,No,0,United States,California,Acton,93510,34.501452,-118.207862,7831,Q3,No,0,29,No Offer,Yes,10.55,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.3,2414.55,0.0,0,305.95,2720.5,5,Stayed,No,21,3172,Not Applicable,Not Applicable,0,1,25–48 months,60–69,$70–$89.99,Emerging Value,4,1,No Referrals,Higher Contract Risk,2,Elevated,93.81,Basic Relationship,0.8263337377106869,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
1580-BMCMR,Male,66,No,Yes,No,No,0,United States,California,Tehachapi,93561,35.073777,-118.652112,25805,Q3,No,0,19,No Offer,Yes,29.8,No,Yes,Fiber Optic,16,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.3,1637.3,0.0,0,566.2,2203.5,3,Stayed,No,70,4447,Not Applicable,Not Applicable,0,1,13–24 months,60–69,$70–$89.99,Core Value,6,1,No Referrals,Higher Contract Risk,3,High,115.97,Multi-Service,0.6130669369327651,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
4583-PARNH,Male,66,No,Yes,Yes,No,0,United States,California,Kerman,93630,36.727418,-120.123526,14062,Q3,Yes,1,16,No Offer,Yes,15.44,No,Yes,Fiber Optic,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,1540.05,0.0,0,247.04,1787.09,5,Stayed,No,46,4045,Not Applicable,Not Applicable,0,1,13–24 months,60–69,$90+,Core Value,7,2,1–2 Referrals,Higher Contract Risk,3,High,111.69,Advocate,0.8285173880797154,True,False,False,False,True,True,False,False,Senior assistance,4,"Accessible bill review, assisted support, and service-fit consultation",20.0
8695-ARGXZ,Male,66,No,Yes,Yes,No,0,United States,California,Fresno,93722,36.78979,-119.929894,60889,Q3,Yes,1,34,No Offer,Yes,2.07,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,2425.4,0.0,0,70.38,2495.78,5,Stayed,No,22,5381,Not Applicable,Not Applicable,0,1,25–48 months,60–69,$70–$89.99,Premium Value,3,0,1–2 Referrals,Higher Contract Risk,3,High,73.41,Advocate,0.7869275461187338,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
1697-NVVGY,Male,71,No,Yes,Yes,No,0,United States,California,Fresno,93728,36.757345,-119.818274,16346,Q3,Yes,1,19,No Offer,Yes,30.44,No,Yes,DSL,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,1286.05,0.0,0,578.36,1864.41,4,Stayed,No,22,4533,Not Applicable,Not Applicable,0,1,13–24 months,70+,$35–$69.99,High Value,6,2,1–2 Referrals,Higher Contract Risk,2,Elevated,98.13,Advocate,0.6005816133347684,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
9112-WSNPU,Female,65,No,Yes,No,No,0,United States,California,Monterey,93940,36.362741,-121.869685,32857,Q3,No,0,35,No Offer,Yes,16.91,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,2419.0,0.0,0,591.85,3010.85,4,Stayed,No,45,5873,Not Applicable,Not Applicable,0,1,25–48 months,60–69,$70–$89.99,Premium Value,3,0,No Referrals,Higher Contract Risk,3,High,86.02,Basic Relationship,0.3869068537996274,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
2077-MPJQO,Male,80,No,Yes,Yes,No,0,United States,California,Menlo Park,94025,37.449551,-122.183762,39062,Q3,Yes,2,7,No Offer,Yes,21.37,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,533.05,0.0,0,149.59,682.64,4,Stayed,No,41,3533,Not Applicable,Not Applicable,0,1,7–12 months,70+,$70–$89.99,Core Value,3,0,1–2 Referrals,Higher Contract Risk,4,Very High,97.52,Advocate,0.8204430471021791,True,False,True,False,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
1480-IVEVR,Male,76,No,Yes,Yes,No,0,United States,California,Montara,94037,37.540582,-122.509594,2346,Q3,Yes,2,35,No Offer,Yes,4.16,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,81.6,2815.25,0.0,0,145.6,2960.85,3,Stayed,No,60,2300,Not Applicable,Not Applicable,0,1,25–48 months,70+,$70–$89.99,Emerging Value,4,1,1–2 Referrals,Moderate Contract Risk,2,Elevated,84.6,Advocate,0.4092571783292494,True,False,False,False,False,False,False,False,Competitor-response retention,8,"Personalized device, data, speed, or value response based on customer needs",55.0
9943-VSZUV,Male,75,No,Yes,No,No,0,United States,California,Alamo,94507,37.855717,-121.994813,15187,Q3,No,0,67,Offer A,Yes,39.89,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.7,5060.85,0.0,0,2672.63,7733.48,4,Stayed,No,30,5823,Not Applicable,Not Applicable,0,1,49–72 months,70+,$70–$89.99,Premium Value,3,0,No Referrals,Higher Contract Risk,3,High,115.43,Basic Relationship,0.6520944978188858,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
9355-NPPFS,Female,70,No,Yes,No,No,0,United States,California,Fremont,94538,37.505768,-121.962472,56126,Q3,No,0,26,No Offer,Yes,19.21,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.8,2006.1,0.0,0,499.46,2505.56,3,Stayed,No,37,4509,Not Applicable,Not Applicable,0,1,25–48 months,70+,$70–$89.99,Core Value,5,0,No Referrals,Higher Contract Risk,3,High,96.37,Multi-Service,0.5856639406508893,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
2931-FSOHN,Male,76,No,Yes,No,No,0,United States,California,Napa,94559,38.232389,-122.324944,26894,Q3,No,0,13,No Offer,Yes,49.9,No,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,0.0,0,648.7,1437.05,5,Stayed,No,58,5254,Not Applicable,Not Applicable,0,1,13–24 months,70+,$35–$69.99,High Value,5,1,No Referrals,Higher Contract Risk,2,Elevated,110.54,Multi-Service,0.4665998239664605,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
5271-DBYSJ,Male,80,No,Yes,No,No,0,United States,California,Berkeley,94708,37.897743,-122.263124,10737,Q3,No,0,11,Offer D,Yes,26.84,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15,827.7,0.0,140,295.24,1262.94,5,Stayed,No,20,3355,Not Applicable,Not Applicable,0,1,7–12 months,70+,$70–$89.99,Emerging Value,4,0,No Referrals,Higher Contract Risk,4,Very High,114.81,Basic Relationship,0.506596959318175,True,False,True,False,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
5671-UUNXD,Female,79,No,Yes,Yes,No,0,United States,California,Nicasio,94946,38.065359,-122.665566,607,Q3,Yes,1,50,No Offer,Yes,36.58,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,5189.75,0.0,0,1829.0,7018.75,3,Stayed,No,40,5791,Not Applicable,Not Applicable,0,1,49–72 months,70+,$90+,Premium Value,7,1,1–2 Referrals,Moderate Contract Risk,2,Elevated,140.38,Advocate,0.4723572778063802,True,False,False,False,True,False,False,False,Senior assistance,4,"Accessible bill review, assisted support, and service-fit consultation",20.0
0282-NVSJS,Female,70,No,Yes,Yes,Yes,1,United States,California,Aromas,95004,36.878364,-121.629781,3373,Q3,Yes,1,12,Offer D,No,0.0,No,Yes,DSL,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0.0,0,0.0,355.9,4,Stayed,No,75,3353,Not Applicable,Not Applicable,0,1,7–12 months,70+,Under $35,Emerging Value,3,1,1–2 Referrals,Higher Contract Risk,2,Elevated,29.66,Advocate,0.5366894393342301,True,False,False,False,False,False,False,False,Competitor-response retention,8,"Personalized device, data, speed, or value response based on customer needs",55.0
7537-CBQUZ,Male,68,No,Yes,No,No,0,United States,California,Castroville,95012,36.784481,-121.759054,8582,Q3,No,0,63,No Offer,Yes,26.11,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.4,7031.45,0.0,0,1644.93,8676.38,3,Stayed,No,24,5961,Not Applicable,Not Applicable,0,1,49–72 months,60–69,$90+,Premium Value,9,3,No Referrals,Higher Contract Risk,4,Very High,137.72,Protection Engaged,0.415656491260192,True,True,False,False,True,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4884-ZTHVF,Female,80,No,Yes,No,No,0,United States,California,Santa Cruz,95065,37.031404,-121.981865,8365,Q3,No,0,8,No Offer,Yes,39.01,No,Yes,Fiber Optic,28,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.1,713.6,0.0,0,312.08,1025.68,5,Stayed,No,65,3950,Not Applicable,Not Applicable,0,1,7–12 months,70+,$70–$89.99,Core Value,5,1,No Referrals,Higher Contract Risk,4,Very High,128.21,Multi-Service,0.7261326194306037,True,False,True,False,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
9605-WGJVW,Female,69,No,Yes,No,No,0,United States,California,Stockton,95204,37.974498,-121.319568,30476,Q3,No,0,1,No Offer,Yes,22.34,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,70.2,0.0,0,22.34,92.54,5,Joined,No,47,2422,Not Applicable,Not Applicable,0,1,1–6 months,60–69,$70–$89.99,Emerging Value,3,0,No Referrals,Higher Contract Risk,4,Very High,92.54,Basic Relationship,0.7001410810876403,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
3258-SANFR,Male,69,No,Yes,No,No,0,United States,California,Big Oak Flat,95305,37.818589,-120.256995,167,Q3,No,0,6,Offer E,Yes,19.74,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.7,276.5,0.0,0,118.44,394.94,3,Stayed,No,30,4270,Not Applicable,Not Applicable,0,1,1–6 months,60–69,$35–$69.99,Core Value,3,0,No Referrals,Higher Contract Risk,3,High,65.82,Basic Relationship,0.3644974088458768,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
